group1,group2,weight
hell_and_back,black baptist church,18
hell_and_back,melanie black,2
hell_and_back,panther melanie,2
hell_and_back,nefertiti's community,4
hell_and_back,black4black,6
hell_and_back,cop block us,2
hell_and_back,black matters,22
hell_and_back,sincerely_black,2
hell_and_back,brown power,14
hell_and_back,memopolis,8
hell_and_back,blacks go viral,2
hell_and_back,afrokingdom,8
hell_and_back,baltimore.blackvoice,2
hell_and_back,black excellence,6
hell_and_back,stop a.l.,4
hell_and_back,angry eagle,4
hell_and_back,watch the police,4
hell_and_back,southern.rebel.pride,2
hell_and_back,blacktivist,8
hell_and_back,bm,22
hell_and_back,heart of texas,14
hell_and_back,pan-african roots move,6
hell_and_back,williams&kalvin,14
hell_and_back,army of jesus,4
hell_and_back,born black,4
hell_and_back,muslim voice,2
hell_and_back,black guns matter,4
hell_and_back,united muslims of america,8
hell_and_back,instagnan,4
hell_and_back,american.veterans,2
hell_and_back,back the badge,4
hell_and_back,secured borders,4
hell_and_back,blackstagram,4
hell_and_back,born liberal,4
hell_and_back,being patriotic,8
hell_and_back,woke blacks,4
don't shoot,blackluive,12
don't shoot,lgbt united,82
don't shoot,black matters us,44
don't shoot,stop refugees,48
don't shoot,melanie panther,2
don't shoot,isagan,2
don't shoot,hell_and_back,12
don't shoot,black edification,16
don't shoot,stand for freedom,8
don't shoot,defend the 2nd,8
don't shoot,black baptist church,14
don't shoot,melanie black,2
don't shoot,panther melanie,2
don't shoot,nefertiti's community,28
don't shoot,the red pill,8
don't shoot,black4black,48
don't shoot,liberty_rising,10
don't shoot,american.made,12
don't shoot,justice for ezell ford and donnell thompson,8
don't shoot,cop block us,18
don't shoot,black matters,220
don't shoot,sincerely_black,6
don't shoot,brown power,126
don't shoot,memopolis,78
don't shoot,blacks go viral,4
don't shoot,afrokingdom,6
don't shoot,baltimore.blackvoice,6
don't shoot,black excellence,50
don't shoot,stop a.l.,58
don't shoot,angry eagle,2
don't shoot,watch the police,12
don't shoot,musliminst,6
don't shoot,southern.rebel.pride,20
don't shoot,blacktivist,176
don't shoot,bm,296
don't shoot,heart of texas,64
don't shoot,south united,30
don't shoot,pan-african roots move,98
don't shoot,williams&kalvin,170
don't shoot,gov spending,10
don't shoot,mericanfury,14
don't shoot,pray4police,10
don't shoot,army of jesus,32
don't shoot,born black,24
don't shoot,muslim voice,10
don't shoot,black guns matter,30
don't shoot,united muslims of america,40
don't shoot,instagnan,26
don't shoot,patriot's heart,2
don't shoot,american.veterans,20
don't shoot,back the badge,36
don't shoot,secured borders,32
don't shoot,native americans united,6
don't shoot,rebeltexas,8
don't shoot,l for life,2
don't shoot,blackstagram,16
don't shoot,veterans come first,32
don't shoot,born liberal,22
don't shoot,being patriotic,108
don't shoot,woke blacks,76
don't shoot,trumpsters united,6
black edification,blackluive,6
black edification,lgbt united,16
black edification,black matters us,14
black edification,stop refugees,10
black edification,melanie panther,2
black edification,hell_and_back,6
black edification,don't shoot,16
black edification,native americans united,2
black edification,defend the 2nd,2
black edification,trumpsters united,4
black edification,southern.rebel.pride,2
black edification,melanie black,2
black edification,panther melanie,2
black edification,nefertiti's community,8
black edification,black4black,16
black edification,liberty_rising,2
black edification,american.made,6
black edification,cop block us,2
black edification,black matters,16
black edification,sincerely_black,4
black edification,brown power,16
black edification,memopolis,16
black edification,blacks go viral,2
black edification,afrokingdom,6
black edification,baltimore.blackvoice,4
black edification,muslim voice,2
black edification,black excellence,14
black edification,stop a.l.,14
black edification,angry eagle,2
black edification,watch the police,6
black edification,musliminst,2
black edification,the red pill,6
black edification,bm,16
black edification,heart of texas,10
black edification,pan-african roots move,16
black edification,williams&kalvin,16
black edification,gov spending,6
black edification,army of jesus,10
black edification,born black,12
black edification,blacktivist,16
black edification,black guns matter,12
black edification,united muslims of america,16
black edification,instagnan,8
black edification,patriot's heart,2
black edification,american.veterans,8
black edification,back the badge,8
black edification,secured borders,10
black edification,rebeltexas,4
black edification,blackstagram,12
black edification,born liberal,10
black edification,being patriotic,16
black edification,woke blacks,12
black edification,black baptist church,4
stand for freedom,blackluive,2
stand for freedom,lgbt united,4
stand for freedom,secured borders,2
stand for freedom,black matters us,8
stand for freedom,stop refugees,2
stand for freedom,don't shoot,8
stand for freedom,native americans united,4
stand for freedom,defend the 2nd,2
stand for freedom,trumpsters united,2
stand for freedom,black4black,2
stand for freedom,liberty_rising,6
stand for freedom,american.made,2
stand for freedom,cop block us,2
stand for freedom,black matters,8
stand for freedom,sincerely_black,2
stand for freedom,brown power,8
stand for freedom,memopolis,2
stand for freedom,baltimore.blackvoice,2
stand for freedom,muslim voice,2
stand for freedom,stop a.l.,8
stand for freedom,watch the police,2
stand for freedom,southern.rebel.pride,8
stand for freedom,bm,8
stand for freedom,heart of texas,8
stand for freedom,south united,8
stand for freedom,pan-african roots move,2
stand for freedom,williams&kalvin,8
stand for freedom,gov spending,2
stand for freedom,mericanfury,2
stand for freedom,army of jesus,8
stand for freedom,born black,2
stand for freedom,american.veterans,6
stand for freedom,black guns matter,4
stand for freedom,united muslims of america,4
stand for freedom,instagnan,8
stand for freedom,blacktivist,8
stand for freedom,isagan,2
stand for freedom,rebeltexas,4
stand for freedom,blackstagram,2
stand for freedom,veterans come first,6
stand for freedom,born liberal,4
stand for freedom,being patriotic,8
stand for freedom,woke blacks,4
stand for freedom,black baptist church,2
defend the 2nd,blackluive,4
defend the 2nd,lgbt united,8
defend the 2nd,black matters us,10
defend the 2nd,stop refugees,8
defend the 2nd,isagan,2
defend the 2nd,don't shoot,8
defend the 2nd,black edification,2
defend the 2nd,stand for freedom,2
defend the 2nd,trumpsters united,4
defend the 2nd,southern.rebel.pride,2
defend the 2nd,black4black,4
defend the 2nd,liberty_rising,2
defend the 2nd,american.made,6
defend the 2nd,fit black,128
defend the 2nd,cop block us,6
defend the 2nd,black matters,8
defend the 2nd,sincerely_black,4
defend the 2nd,brown power,8
defend the 2nd,memopolis,8
defend the 2nd,baltimore.blackvoice,2
defend the 2nd,muslim voice,2
defend the 2nd,black excellence,2
defend the 2nd,stop a.l.,24
defend the 2nd,watch the police,4
defend the 2nd,musliminst,2
defend the 2nd,the red pill,2
defend the 2nd,bm,36
defend the 2nd,heart of texas,8
defend the 2nd,south united,2
defend the 2nd,pan-african roots move,8
defend the 2nd,williams&kalvin,8
defend the 2nd,gov spending,6
defend the 2nd,mericanfury,6
defend the 2nd,army of jesus,6
defend the 2nd,born black,8
defend the 2nd,blacktivist,14
defend the 2nd,black guns matter,32
defend the 2nd,united muslims of america,8
defend the 2nd,instagnan,8
defend the 2nd,patriot's heart,2
defend the 2nd,american.veterans,2
defend the 2nd,secured borders,8
defend the 2nd,rebeltexas,2
defend the 2nd,blackstagram,4
defend the 2nd,born liberal,6
defend the 2nd,being patriotic,14
defend the 2nd,woke blacks,4
defend the 2nd,black baptist church,4
black baptist church,blackluive,8
black baptist church,lgbt united,8
black baptist church,secured borders,8
black baptist church,black matters us,8
black baptist church,stop refugees,8
black baptist church,melanie panther,2
black baptist church,hell_and_back,18
black baptist church,don't shoot,14
black baptist church,black edification,4
black baptist church,stand for freedom,2
black baptist church,defend the 2nd,4
black baptist church,trumpsters united,2
black baptist church,melanie black,2
black baptist church,panther melanie,2
black baptist church,nefertiti's community,4
black baptist church,black4black,6
black baptist church,american.made,4
black baptist church,cop block us,6
black baptist church,black matters,22
black baptist church,sincerely_black,4
black baptist church,brown power,14
black baptist church,memopolis,8
black baptist church,blacks go viral,2
black baptist church,afrokingdom,4
black baptist church,baltimore.blackvoice,2
black baptist church,black excellence,4
black baptist church,stop a.l.,8
black baptist church,watch the police,6
black baptist church,southern.rebel.pride,4
black baptist church,blacktivist,8
black baptist church,bm,34
black baptist church,heart of texas,18
black baptist church,south united,2
black baptist church,pan-african roots move,8
black baptist church,williams&kalvin,14
black baptist church,gov spending,4
black baptist church,mericanfury,4
black baptist church,army of jesus,8
black baptist church,born black,8
black baptist church,muslim voice,4
black baptist church,black guns matter,4
black baptist church,united muslims of america,8
black baptist church,instagnan,8
black baptist church,american.veterans,2
black baptist church,back the badge,4
black baptist church,isagan,2
black baptist church,blackstagram,6
black baptist church,born liberal,8
black baptist church,being patriotic,10
black baptist church,woke blacks,6
melanie black,blackluive,2
melanie black,lgbt united,2
melanie black,black matters us,2
melanie black,stop refugees,2
melanie black,melanie panther,2
melanie black,hell_and_back,2
melanie black,don't shoot,2
melanie black,black edification,2
melanie black,black baptist church,2
melanie black,panther melanie,2
melanie black,nefertiti's community,2
melanie black,black4black,2
melanie black,cop block us,2
melanie black,black matters,2
melanie black,sincerely_black,2
melanie black,brown power,2
melanie black,memopolis,2
melanie black,blacks go viral,2
melanie black,afrokingdom,2
melanie black,baltimore.blackvoice,2
melanie black,black excellence,2
melanie black,stop a.l.,2
melanie black,watch the police,2
melanie black,southern.rebel.pride,2
melanie black,blacktivist,2
melanie black,bm,2
melanie black,heart of texas,2
melanie black,pan-african roots move,2
melanie black,williams&kalvin,2
melanie black,army of jesus,2
melanie black,born black,2
melanie black,muslim voice,2
melanie black,black guns matter,2
melanie black,united muslims of america,2
melanie black,instagnan,2
melanie black,american.veterans,2
melanie black,back the badge,2
melanie black,secured borders,2
melanie black,blackstagram,2
melanie black,born liberal,2
melanie black,being patriotic,2
melanie black,woke blacks,2
panther melanie,blackluive,2
panther melanie,lgbt united,2
panther melanie,black matters us,2
panther melanie,stop refugees,2
panther melanie,melanie panther,2
panther melanie,hell_and_back,2
panther melanie,don't shoot,2
panther melanie,black edification,2
panther melanie,black baptist church,2
panther melanie,melanie black,2
panther melanie,nefertiti's community,2
panther melanie,black4black,2
panther melanie,cop block us,2
panther melanie,black matters,2
panther melanie,sincerely_black,2
panther melanie,brown power,2
panther melanie,memopolis,2
panther melanie,blacks go viral,2
panther melanie,afrokingdom,2
panther melanie,baltimore.blackvoice,2
panther melanie,black excellence,2
panther melanie,stop a.l.,2
panther melanie,watch the police,2
panther melanie,southern.rebel.pride,2
panther melanie,blacktivist,2
panther melanie,bm,2
panther melanie,heart of texas,2
panther melanie,pan-african roots move,2
panther melanie,williams&kalvin,2
panther melanie,army of jesus,2
panther melanie,born black,2
panther melanie,muslim voice,2
panther melanie,black guns matter,2
panther melanie,united muslims of america,2
panther melanie,instagnan,2
panther melanie,american.veterans,2
panther melanie,back the badge,2
panther melanie,secured borders,2
panther melanie,blackstagram,2
panther melanie,born liberal,2
panther melanie,being patriotic,2
panther melanie,woke blacks,2
nefertiti's community,blackluive,6
nefertiti's community,lgbt united,24
nefertiti's community,black matters us,18
nefertiti's community,make america great again donald j trump,2
nefertiti's community,stop refugees,20
nefertiti's community,melanie panther,2
nefertiti's community,hell_and_back,4
nefertiti's community,don't shoot,28
nefertiti's community,black edification,8
nefertiti's community,black baptist church,4
nefertiti's community,melanie black,2
nefertiti's community,panther melanie,2
nefertiti's community,black4black,20
nefertiti's community,liberty_rising,2
nefertiti's community,donald trump america,2
nefertiti's community,cop block us,4
nefertiti's community,black matters,30
nefertiti's community,sincerely_black,2
nefertiti's community,brown power,26
nefertiti's community,memopolis,30
nefertiti's community,blacks go viral,2
nefertiti's community,afrokingdom,4
nefertiti's community,baltimore.blackvoice,2
nefertiti's community,black excellence,24
nefertiti's community,stop a.l.,20
nefertiti's community,angry eagle,2
nefertiti's community,watch the police,8
nefertiti's community,southern.rebel.pride,4
nefertiti's community,blacktivist,30
nefertiti's community,bm,30
nefertiti's community,heart of texas,10
nefertiti's community,pan-african roots move,30
nefertiti's community,williams&kalvin,30
nefertiti's community,pray4police,4
nefertiti's community,army of jesus,18
nefertiti's community,born black,14
nefertiti's community,muslim voice,2
nefertiti's community,black guns matter,14
nefertiti's community,united muslims of america,14
nefertiti's community,instagnan,4
nefertiti's community,american.veterans,2
nefertiti's community,back the badge,20
nefertiti's community,secured borders,8
nefertiti's community,l for life,2
nefertiti's community,blackstagram,6
nefertiti's community,born liberal,10
nefertiti's community,being patriotic,30
nefertiti's community,woke blacks,26
nefertiti's community,bernie sanders for president,2
the red pill,lgbt united,20
the red pill,black matters us,4
the red pill,stop refugees,2
the red pill,don't shoot,8
the red pill,black edification,6
the red pill,defend the 2nd,2
the red pill,trumpsters united,4
the red pill,black4black,8
the red pill,liberty_rising,2
the red pill,american.made,18
the red pill,black matters,16
the red pill,sincerely_black,2
the red pill,brown power,20
the red pill,memopolis,20
the red pill,baltimore.blackvoice,2
the red pill,black excellence,4
the red pill,stop a.l.,20
the red pill,watch the police,2
the red pill,musliminst,2
the red pill,bm,20
the red pill,heart of texas,16
the red pill,pan-african roots move,16
the red pill,williams&kalvin,20
the red pill,gov spending,6
the red pill,army of jesus,2
the red pill,born black,4
the red pill,blacktivist,20
the red pill,black guns matter,4
the red pill,united muslims of america,6
the red pill,instagnan,4
the red pill,patriot's heart,2
the red pill,american.veterans,20
the red pill,secured borders,6
the red pill,rebeltexas,4
the red pill,blackstagram,12
the red pill,born liberal,20
the red pill,being patriotic,20
the red pill,woke blacks,4
black4black,blackluive,8
black4black,lgbt united,30
black4black,black matters us,24
black4black,stop refugees,22
black4black,melanie panther,2
black4black,hell_and_back,6
black4black,don't shoot,48
black4black,black edification,16
black4black,stand for freedom,2
black4black,defend the 2nd,4
black4black,trumpsters united,6
black4black,melanie black,2
black4black,panther melanie,2
black4black,nefertiti's community,20
black4black,the red pill,8
black4black,isagan,2
black4black,liberty_rising,4
black4black,american.made,10
black4black,cop block us,6
black4black,black matters,32
black4black,sincerely_black,6
black4black,brown power,30
black4black,memopolis,32
black4black,blacks go viral,2
black4black,afrokingdom,6
black4black,baltimore.blackvoice,4
black4black,black excellence,24
black4black,stop a.l.,28
black4black,angry eagle,2
black4black,watch the police,10
black4black,musliminst,2
black4black,southern.rebel.pride,6
black4black,blacktivist,38
black4black,bm,42
black4black,heart of texas,16
black4black,south united,6
black4black,pan-african roots move,38
black4black,williams&kalvin,40
black4black,gov spending,8
black4black,mericanfury,2
black4black,pray4police,6
black4black,army of jesus,22
black4black,born black,20
black4black,muslim voice,4
black4black,black guns matter,26
black4black,united muslims of america,22
black4black,instagnan,10
black4black,patriot's heart,2
black4black,american.veterans,10
black4black,back the badge,40
black4black,secured borders,14
black4black,native americans united,2
black4black,rebeltexas,4
black4black,l for life,2
black4black,blackstagram,16
black4black,veterans come first,2
black4black,born liberal,16
black4black,being patriotic,32
black4black,woke blacks,26
black4black,black baptist church,6
liberty_rising,lgbt united,4
liberty_rising,black matters us,10
liberty_rising,stop refugees,4
liberty_rising,don't shoot,10
liberty_rising,black edification,2
liberty_rising,stand for freedom,6
liberty_rising,defend the 2nd,2
liberty_rising,trumpsters united,2
liberty_rising,southern.rebel.pride,8
liberty_rising,nefertiti's community,2
liberty_rising,black4black,4
liberty_rising,american.made,2
liberty_rising,cop block us,2
liberty_rising,black matters,10
liberty_rising,sincerely_black,2
liberty_rising,brown power,8
liberty_rising,memopolis,4
liberty_rising,pray4police,2
liberty_rising,baltimore.blackvoice,4
liberty_rising,black excellence,2
liberty_rising,stop a.l.,10
liberty_rising,watch the police,4
liberty_rising,musliminst,2
liberty_rising,the red pill,2
liberty_rising,bm,10
liberty_rising,heart of texas,10
liberty_rising,south united,6
liberty_rising,pan-african roots move,4
liberty_rising,williams&kalvin,10
liberty_rising,gov spending,2
liberty_rising,army of jesus,8
liberty_rising,born black,2
liberty_rising,blacktivist,10
liberty_rising,black guns matter,6
liberty_rising,united muslims of america,6
liberty_rising,instagnan,8
liberty_rising,patriot's heart,2
liberty_rising,american.veterans,8
liberty_rising,secured borders,4
liberty_rising,native americans united,4
liberty_rising,rebeltexas,6
liberty_rising,l for life,2
liberty_rising,blackstagram,2
liberty_rising,veterans come first,6
liberty_rising,born liberal,6
liberty_rising,being patriotic,10
liberty_rising,woke blacks,6
american.made,blackluive,4
american.made,lgbt united,22
american.made,secured borders,10
american.made,black matters us,8
american.made,stop refugees,6
american.made,don't shoot,12
american.made,black edification,6
american.made,stand for freedom,2
american.made,defend the 2nd,6
american.made,trumpsters united,6
american.made,southern.rebel.pride,2
american.made,black4black,10
american.made,liberty_rising,2
american.made,cop block us,4
american.made,black matters,20
american.made,sincerely_black,4
american.made,brown power,22
american.made,memopolis,22
american.made,baltimore.blackvoice,2
american.made,muslim voice,2
american.made,black excellence,4
american.made,stop a.l.,22
american.made,watch the police,4
american.made,musliminst,2
american.made,the red pill,18
american.made,bm,22
american.made,heart of texas,20
american.made,south united,2
american.made,pan-african roots move,20
american.made,williams&kalvin,22
american.made,gov spending,10
american.made,mericanfury,4
american.made,army of jesus,6
american.made,born black,8
american.made,blacktivist,22
american.made,black guns matter,4
american.made,united muslims of america,10
american.made,instagnan,8
american.made,patriot's heart,2
american.made,american.veterans,18
american.made,isagan,2
american.made,rebeltexas,4
american.made,blackstagram,14
american.made,born liberal,22
american.made,being patriotic,22
american.made,woke blacks,6
american.made,black baptist church,4
justice for ezell ford and donnell thompson,lgbt united,10
justice for ezell ford and donnell thompson,american.veterans,2
justice for ezell ford and donnell thompson,bm,2
justice for ezell ford and donnell thompson,heart of texas,2
justice for ezell ford and donnell thompson,williams&kalvin,10
justice for ezell ford and donnell thompson,don't shoot,8
justice for ezell ford and donnell thompson,black matters,10
justice for ezell ford and donnell thompson,brown power,10
justice for ezell ford and donnell thompson,memopolis,10
justice for ezell ford and donnell thompson,being patriotic,8
justice for ezell ford and donnell thompson,stop a.l.,2
justice for ezell ford and donnell thompson,blacktivist,10
donald trump america,angry eagle,2
donald trump america,united muslims of america,2
donald trump america,born liberal,2
donald trump america,make america great again donald j trump,2
donald trump america,bm,2
donald trump america,heart of texas,2
donald trump america,pan-african roots move,2
donald trump america,williams&kalvin,2
donald trump america,bernie sanders for president,2
donald trump america,black matters,2
donald trump america,brown power,2
donald trump america,stop a.l.,2
donald trump america,memopolis,2
donald trump america,being patriotic,2
donald trump america,nefertiti's community,2
donald trump america,blacktivist,2
fit black,black guns matter,30
fit black,black matters us,2
fit black,bm,12
fit black,defend the 2nd,128
fit black,being patriotic,4
fit black,blacktivist,6
cop block us,blackluive,6
cop block us,lgbt united,20
cop block us,secured borders,22
cop block us,black matters us,16
cop block us,stop refugees,22
cop block us,melanie panther,2
cop block us,hell_and_back,2
cop block us,don't shoot,18
cop block us,black edification,2
cop block us,stand for freedom,2
cop block us,defend the 2nd,6
cop block us,trumpsters united,2
cop block us,melanie black,2
cop block us,panther melanie,2
cop block us,nefertiti's community,4
cop block us,black4black,6
cop block us,liberty_rising,2
cop block us,american.made,4
cop block us,black matters,22
cop block us,sincerely_black,4
cop block us,brown power,20
cop block us,memopolis,22
cop block us,blacks go viral,2
cop block us,afrokingdom,2
cop block us,baltimore.blackvoice,2
cop block us,black excellence,2
cop block us,stop a.l.,22
cop block us,watch the police,6
cop block us,southern.rebel.pride,6
cop block us,blacktivist,22
cop block us,bm,22
cop block us,heart of texas,12
cop block us,south united,2
